,TimeS,MODE.ModeNum,IMU.GyrX,IMU.GyrY,IMU.AccX,IMU.AccY,IMU.Temp,IMU2.AccX,IMU2.AccZ,IMU2.Temp,CURR.Throttle,MAG.MagX,MAG.MagY,MAG.MagZ,BARO.Alt,CTUN.DCRt,CTUN.CRt,ATT.DesRoll,ATT.DesPitch,ATT.ErrRP,EKF1.VN,EKF1.VE,EKF1.PN,EKF2.Ratio,EKF3.IVN,EKF3.IVE,EKF3.IVD,EKF3.IPD,EKF3.IMY,EKF3.IMZ,EKF4.SV,RATE.RDes,RATE.ROut,RATE.PDes,RATE.POut,RATE.YDes,RATE.YOut,RATE.ADes,RATE.A,RCIN.C2,RCOU.Ch1,RCOU.Ch3,RCOU.Ch4,NTUN.DAccX,NTUN.DAccY,VIBE.VibeX,AHR2.Yaw,UBX2.magI,UBX2.magQ,PM.MaxT,label
12,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1097513,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1100435,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1100437,5.00084997875053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238761,7.0,7.0,0.0,0.0,0.0,0.04921145,-0.00674732,-0.9884514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1100438,5.00169995750106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2106285,6.92857142857143,6.92857142857143,0.0,0.0,0.004,0.0524340013333333,-0.006173227,-0.9880159,49.0,0.03,0.0,-0.08,-0.04,4.0,0.0,0.01,41.97179,-96.0,364.4437,-782.0,-81.75346,47.0,-1.910973,-1.910973,1486.0,1094.0,1094.0,1094.0,80.85878,-3.614172,0.02940254,339.38,0.0,0.0,0.0,0.0
34,1100439,5.00254993625159,0.001512895,0.02479976,0.1971833,0.1907958,48.38504,0.094031,-9.790529,52.0,0.0,0.0,0.0,0.0,4.182496,6.85714285714286,6.85714285714286,0.0,0.0,0.008,0.0556565526666667,-0.005599134,-0.9875804,48.9285714285714,0.0328571428571429,0.0007142857142857,-0.0785714285714286,-0.0764285714285714,3.71428571428571,-0.0714285714285714,0.01,38.7163311428571,-88.9285714285714,339.60042,-726.142857142857,-75.3591193571429,43.4285714285714,-2.6373185,-2.6373185,1486.0,1098.92857142857,1098.92857142857,1098.92857142857,80.8464607142857,-3.60360928571429,0.0293916671428571,339.38,0.0,0.0,0.0,0.0
35,1100454,5.00339991500212,0.0009077932333333,0.016088024,0.191156066666667,0.185007933333333,48.38504,0.0730884666666667,-9.76435766666667,52.4583333333333,0.0,0.0,0.0,0.0,4.1543635,6.78571428571429,6.78571428571429,0.0,0.0,0.012,0.058879104,-0.005025041,-0.9871449,48.8571428571429,0.0357142857142857,0.0014285714285714,-0.0771428571428571,-0.112857142857143,3.42857142857143,-0.142857142857143,0.01,35.4608722857143,-81.8571428571429,314.75714,-670.285714285714,-68.9647787142857,39.8571428571429,-3.363664,-3.363664,1486.0,1103.85714285714,1103.85714285714,1103.85714285714,80.8341414285714,-3.59304657142857,0.0293807942857143,339.38,0.0,0.0,0.0,0.0
36,1100454,5.00424989375266,0.0003026914666666,0.007376288,0.185128833333333,0.179220066666667,48.38504,0.0521459333333333,-9.73818633333333,52.9166666666667,0.0,0.0,0.0,0.0,4.126231,6.71428571428571,6.71428571428571,0.0,0.0,0.016,0.0621016553333333,-0.004450948,-0.9867094,48.7857142857143,0.0385714285714286,0.0021428571428571,-0.0757142857142857,-0.149285714285714,3.14285714285714,-0.214285714285714,0.01,32.2054134285714,-74.7857142857143,289.91386,-614.428571428571,-62.5704380714286,36.2857142857143,-4.0900095,-4.0900095,1486.0,1108.78571428571,1108.78571428571,1108.78571428571,80.8218221428571,-3.58248385714286,0.0293699214285714,339.38,0.0,0.0,0.0,0.0
37,1100459,5.00509987250319,-0.0003024103,-0.001335448,0.1791016,0.1734322,48.38504,0.0312034,-9.712015,53.375,0.0,0.0,0.0,0.0,4.0980985,6.64285714285714,6.64285714285714,0.0,0.0,0.02,0.0653242066666667,-0.003876855,-0.9862739,48.7142857142857,0.0414285714285714,0.0028571428571428,-0.0742857142857143,-0.185714285714286,2.85714285714286,-0.285714285714286,0.01,28.9499545714286,-67.7142857142857,265.07058,-558.571428571429,-56.1760974285714,32.7142857142857,-4.816355,-4.816355,1486.0,1113.71428571429,1113.71428571429,1113.71428571429,80.8095028571429,-3.57192114285714,0.0293590485714286,339.38,0.0,0.0,0.0,0.0
38,1100474,5.00594985125372,-0.000304240175,-0.0010002017925,0.1830126,0.1766695,48.37396,0.0143055925,-9.732965,53.09375,0.0,0.0,0.0,0.0,4.069966,6.57142857142857,6.57142857142857,0.0,0.0,0.024,0.068546758,-0.003302762,-0.9858384,48.6428571428571,0.0442857142857143,0.0035714285714285,-0.0728571428571429,-0.222142857142857,2.57142857142857,-0.357142857142857,0.01,25.6944957142857,-60.6428571428571,240.2273,-502.714285714286,-49.7817567857143,29.1428571428571,-5.5427005,-5.5427005,1486.0,1118.64285714286,1118.64285714286,1118.64285714286,80.7971835714286,-3.56135842857143,0.0293481757142857,339.38,0.0,0.0,0.0,0.0
39,1100474,5.00679983000425,-0.00030607005,-0.000664955585,0.1869236,0.1799068,48.36288,-0.002592215,-9.753915,52.8125,0.0,0.0,0.0,0.0,4.0418335,6.5,6.5,0.0,0.0,0.028,0.0717693093333333,-0.002728669,-0.9854029,48.5714285714286,0.0471428571428571,0.0042857142857142,-0.0714285714285714,-0.258571428571429,2.28571428571429,-0.428571428571429,0.01,22.4390368571429,-53.5714285714286,215.38402,-446.857142857143,-43.3874161428571,25.5714285714286,-6.269046,-6.269046,1486.0,1123.57142857143,1123.57142857143,1123.57142857143,80.7848642857143,-3.55079571428571,0.0293373028571429,339.38,0.0,0.0,0.0,0.0
40,1100474,5.00764980875478,-0.000307899925,-0.0003297093775,0.1908346,0.1831441,48.3518,-0.0194900225,-9.774865,52.53125,0.0,0.0,0.0,0.0,4.013701,6.42857142857143,6.42857142857143,0.0,0.0,0.032,0.0749918606666667,-0.002154576,-0.9849674,48.5,0.05,0.005,-0.07,-0.295,2.0,-0.5,0.01,19.183578,-46.5,190.54074,-391.0,-36.9930755,22.0,-6.9953915,-6.9953915,1486.0,1128.5,1128.5,1128.5,80.772545,-3.540233,0.02932643,339.38,0.0,0.0,0.0,0.0
41,1100479,5.00849978750531,-0.0003097298,5.53683e-06,0.1947456,0.1863814,48.34072,-0.03638783,-9.795815,52.25,0.0,0.0,0.0,0.0,3.9855685,6.35714285714286,6.35714285714286,0.0,0.0,0.036,0.078214412,-0.001580483,-0.9845319,48.4285714285714,0.0528571428571429,0.0057142857142857,-0.0685714285714286,-0.331428571428571,1.71428571428571,-0.571428571428571,0.01,15.9281191428571,-39.4285714285714,165.69746,-335.142857142857,-30.5987348571429,18.4285714285714,-7.721737,-7.721737,1486.0,1133.42857142857,1133.42857142857,1133.42857142857,80.7602257142857,-3.52967028571429,0.0293155571428571,339.38,0.0,0.0,0.0,0.0
42,1100494,5.00934976625584,7.106485e-05,1.7240215e-05,0.1912556,0.1873802,48.34072,0.021400805,-9.842241,52.5,0.0,0.0,0.0,0.0,3.957436,6.28571428571429,6.28571428571429,0.0,0.0,0.04,0.0814369633333333,-0.00100639,-0.9840964,48.3571428571429,0.0557142857142857,0.0064285714285714,-0.0671428571428571,-0.367857142857143,1.42857142857143,-0.642857142857143,0.01,12.6726602857143,-32.3571428571429,140.85418,-279.285714285714,-24.2043942142857,14.8571428571429,-8.4480825,-8.4480825,1486.0,1138.35714285714,1138.35714285714,1138.35714285714,80.7479064285714,-3.51910757142857,0.0293046842857143,339.38,0.0,0.0,0.0,0.0
43,1100499,5.01019974500637,0.0004518595,2.89436e-05,0.1877656,0.188379,48.34072,0.07918944,-9.888667,52.75,0.0,0.0,0.0,0.0,3.9293035,6.21428571428571,6.21428571428571,0.0,0.0,0.044,0.0846595146666667,-0.000432297,-0.9836609,48.2857142857143,0.0585714285714286,0.0071428571428571,-0.0657142857142857,-0.404285714285714,1.14285714285714,-0.714285714285714,0.01,9.41720142857143,-25.2857142857143,116.0109,-223.428571428571,-17.8100535714286,11.2857142857143,-9.174428,-9.174428,1486.0,1143.28571428571,1143.28571428571,1143.28571428571,80.7355871428571,-3.50854485714286,0.0292938114285714,339.38,0.0,0.0,0.0,0.0
44,1100519,5.01104972375691,0.001007734,-0.0001431512,0.199184,0.1907812,48.34072,0.07371654,-9.708045,52.125,0.0,0.0,0.0,0.0,3.901171,6.14285714285714,6.14285714285714,0.0,0.0,0.048,0.087882066,0.000141796,-0.9832254,48.2142857142857,0.0614285714285714,0.0078571428571428,-0.0642857142857143,-0.440714285714286,0.857142857142857,-0.785714285714286,0.01,6.16174257142858,-18.2142857142857,91.16762,-167.571428571429,-11.4157129285714,7.71428571428572,-9.9007735,-9.9007735,1486.0,1148.21428571429,1148.21428571429,1148.21428571429,80.7232678571429,-3.49798214285714,0.0292829385714286,339.38,0.0,0.0,0.0,0.0
45,1100534,5.01189970250744,0.0007206611333333,-5.55202e-05,0.198433366666667,0.184843133333333,48.34072,0.06806797,-9.694781,52.0833333333333,84.0,334.0,100.0,-375.0,3.8730385,6.07142857142857,6.07142857142857,0.0,0.0,0.052,0.0911046173333333,0.000715889,-0.9827899,48.1428571428571,0.0642857142857143,0.0085714285714285,-0.0628571428571429,-0.477142857142857,0.571428571428572,-0.857142857142857,0.01,2.90628371428572,-11.1428571428571,66.32434,-111.714285714286,-5.02137228571429,4.14285714285714,-10.627119,-10.627119,1486.0,1153.14285714286,1153.14285714286,1153.14285714286,80.7109485714286,-3.48741942857143,0.0292720657142857,339.38,0.0,0.0,0.0,0.0
46,1100538,5.01274968125797,0.0004335882666666,3.21108e-05,0.197682733333333,0.178905066666667,48.34072,0.0624194,-9.681517,52.0416666666667,84.0,333.875,100.0,-375.0,3.844906,6.0,6.0,0.0,0.0,0.056,0.0943271686666667,0.001289982,-0.9823544,48.0714285714286,0.0671428571428571,0.0092857142857142,-0.0614285714285714,-0.513571428571429,0.285714285714286,-0.928571428571428,0.01,-0.349175142857135,-4.07142857142857,41.48106,-55.8571428571429,1.37296835714285,0.571428571428569,-11.3534645,-11.3534645,1486.0,1158.07142857143,1158.07142857143,1158.07142857143,80.6986292857143,-3.47685671428571,0.0292611928571429,339.38,0.0,0.0,0.0,0.0
47,1100540,5.0135996600085,0.0001465154,0.0001197418,0.1969321,0.172967,48.34072,0.05677083,-9.668253,52.0,84.0,333.75,100.0,-375.0,3.89758075,5.875,5.875,0.0,0.0,0.06,0.09754972,0.001864075,-0.9819189,48.0,0.07,0.01,-0.06,-0.55,0.0,-1.0,0.01,-3.604634,3.0,16.63778,0.0,7.767309,-3.0,-12.07981,-12.07981,1486.0,1163.0,1163.0,1163.0,80.68631,-3.466294,0.02925032,339.38,0.0,0.0,0.0,0.0
48,1100554,5.01444963875903,-0.00017130925,0.0001727659,0.19525165,0.1810015,48.36288,0.07231361,-9.747604,52.0625,84.0,333.625,100.0,-375.0,3.9502555,5.75,5.75,0.0,0.0,0.06125,0.1042930425,0.002851287,-0.979565425,47.875,0.0675,0.01375,-0.0575,-0.49625,0.0,-0.875,0.01,-3.374186125,1.5,16.61758375,2.375,7.07007475,-2.5,-11.095868625,-11.095868625,1486.125,1163.0,1163.0,1163.0,80.70307875,-3.460165625,0.029331965,339.38,0.0,0.0,0.0,0.0
49,1100559,5.01529961750956,-0.0004891339,0.00022579,0.1935712,0.189036,48.38504,0.08785639,-9.826955,52.125,84.0,333.5,100.0,-375.0,4.00293025,5.625,5.625,0.0,0.0,0.0625,0.111036365,0.003838499,-0.97721195,47.75,0.065,0.0175,-0.055,-0.4425,0.0,-0.75,0.01,-3.14373825,0.0,16.5973875,4.75,6.3728405,-2.0,-10.11192725,-10.11192725,1486.25,1163.0,1163.0,1163.0,80.7198475,-3.45403725,0.02941361,339.38,0.0,0.0,0.0,0.0
50,1100579,5.01614959626009,-0.0002709148,0.0005231183,0.1816858,0.1943303,48.2964,0.08681709,-9.786821,52.0,84.0,333.375,100.0,-375.0,4.055605,5.5,5.5,0.0,0.0,0.06375,0.1177796875,0.004825711,-0.974858475,47.625,0.0625,0.02125,-0.0525,-0.38875,0.0,-0.625,0.01,-2.913290375,-1.5,16.57719125,7.125,5.67560625,-1.5,-9.127985875,-9.127985875,1486.375,1163.0,1163.0,1163.0,80.73661625,-3.447908875,0.029495255,339.38,0.0,0.0,0.0,0.0
51,1100599,5.01699957501063,-0.0001758574,0.0003842071,0.1983113,0.1867421,48.2964,0.1038529,-9.737035,52.25,84.0,333.25,100.0,-375.0,4.10827975,5.375,5.375,0.0,0.0,0.065,0.12452301,0.005812923,-0.972505,47.5,0.06,0.025,-0.05,-0.335,0.0,-0.5,0.01,-2.6828425,-3.0,16.556995,9.5,4.978372,-1.0,-8.1440445,-8.1440445,1486.5,1163.0,1163.0,1163.0,80.753385,-3.4417805,0.0295769,339.38,0.0,0.0,0.0,0.0
52,1100619,5.01784955376116,0.000486996,0.0002694017,0.1895897,0.1986812,48.34072,0.1058118,-9.765246,52.25,84.0,333.125,100.0,-375.0,4.1609545,5.25,5.25,0.0,0.0,0.06625,0.1312663325,0.006800135,-0.970151525,47.375,0.0575,0.02875,-0.0475,-0.28125,0.0,-0.375,0.01,-2.452394625,-4.5,16.53679875,11.875,4.28113775,-0.5,-7.160103125,-7.160103125,1486.625,1163.0,1163.0,1163.0,80.77015375,-3.435652125,0.029658545,339.38,0.0,0.0,0.0,0.0
