TimeS,MF1,MF2,MF3,MF4,MF5,MF6,MF7,MF8,MF9,MF10,MF11,MF12,MF13,MF14,MF15,MF16,MF17,MF18,MF19,MF20,MF21,MF22,MF23,MF24,MF25
1096974,0,0,0,1,0,0,0.069659217,1,1,0,1,1,0,0,0,1,1,0.6710954,1,0.000533449,0,0,0,0.156545916,0.064620332
1097513,0.021856279,0.021487209,0.021275994,0.980275647,0.02138492,0.024627797,0.097267608,0.977891741,0.969539769,0.029895708,0.969283154,0.969588948,0.031862794,0.027826438,0.031439496,0.969612821,0.969419336,0.683033508,0.96934471,0,0.03381935,0.037391842,0.030818151,0.17545533,0.088151264
1100435,0.042780979,0.041780684,0.041342832,0.961719478,0.042235218,0.047716357,0.123307755,0.95705943,0.940985011,0.058361456,0.940489845,0.941190517,0.061706678,0.054278811,0.060600209,0.941076907,0.940597266,0.694454846,0.940474701,0.001350151,0.065303349,0.071873244,0.059393002,0.193175085,0.109988084
1100437,0.062788431,0.060788599,0.060406328,0.94435396,0.062674267,0.069450388,0.148144366,0.937171811,0.91423544,0.085397243,0.913273596,0.914378305,0.088872009,0.078660319,0.087868371,0.91420713,0.913705958,0.703443627,0.913253775,0.002506822,0.093920672,0.105851781,0.086541289,0.209095412,0.130647639
1100438,0.08088973,0.079704689,0.078440755,0.927033372,0.081057073,0.091492266,0.172142149,0.917198312,0.887330878,0.112127972,0.885902031,0.887412587,0.115737502,0.104415892,0.117083156,0.887681159,0.886749062,0.711247585,0.886588679,0.005390235,0.121469171,0.137266828,0.118095591,0.229366741,0.158255926
1100439,0.098962364,0.096784265,0.095317481,0.911397666,0.099686629,0.111009795,0.194279921,0.899236885,0.863380256,0.136761425,0.861385902,0.863687532,0.141253723,0.127670798,0.141137847,0.863667619,0.862173851,0.719033568,0.862157944,0.008208829,0.147254417,0.165503146,0.142680417,0.245761493,0.177838715
1100454,0.116332731,0.112945584,0.111293771,0.896615633,0.117781561,0.129480643,0.215287098,0.882146538,0.840797199,0.160346241,0.838160096,0.84130991,0.165190797,0.149694906,0.163755745,0.84097641,0.838906311,0.725812975,0.839045004,0.011650322,0.171207216,0.192170469,0.166079343,0.261366869,0.196531377
1100459,0.133015163,0.128280472,0.126472533,0.882574949,0.135341871,0.146966379,0.235273093,0.865816852,0.819408483,0.18297775,0.816117085,0.820143271,0.187698643,0.170664044,0.185091344,0.819448852,0.816807067,0.731734096,0.817113662,0.015778557,0.193548746,0.217523458,0.188421958,0.276339464,0.214448767
1100474,0.14908132,0.142788929,0.140853767,0.869275613,0.152367557,0.163528572,0.254310848,0.850260097,0.799241457,0.204655951,0.795221027,0.800136449,0.208857217,0.190617287,0.205129195,0.799084947,0.795863822,0.736865835,0.796341832,0.020471678,0.214268874,0.241527138,0.209598384,0.290680878,0.23138989
1100479,0.164588529,0.156562781,0.154540379,0.856627765,0.168981996,0.179290362,0.272473303,0.835365854,0.780132016,0.225514309,0.775352449,0.781187106,0.228706498,0.209684877,0.224035379,0.77975246,0.775920802,0.741227663,0.776630127,0.025678803,0.233540096,0.264283908,0.229918653,0.304424666,0.247656239
