MF1,MF2,MF3,MF4,MF5,MF6,MF7,MF8,MF9,MF10,MF11,MF12,MF13,MF14,MF15,MF16,MF17,MF18,MF19,MF20,MF21,MF22,MF23,MF24,MF25
0.0,0.0,0.9632381966565992,0.7608515623422005,0.4844432809070223,0.0,0.0,1.0,0.0,1.0,0.17108039845151546,0.3285438558867682,0.011966554567851583,1.0,0.9252303947139628,0.9863862529985696,1.0,0.9807655318330448,1.0,1.0,0.4243591085068537,0.12172321753548752,0.0,0.3717603843941895,0.0
0.008827756107574932,0.008322929671244279,0.9646978362449624,0.752223982363957,0.487745937128703,0.007280318113688727,0.009829741459252939,0.990907168534574,0.009486500505036733,0.9954315300567251,0.17386342177320369,0.3354063907355777,0.013126947738067354,0.9982207762499047,0.9265573950525767,0.9825100113252471,0.9931111554579924,0.981919599923062,0.994966313017889,0.9961604095563141,0.42122004813225905,0.12070004448578477,0.004988346894549614,0.36923733372910594,0.009737588004023388
0.018066105522479822,0.015813566375364223,0.9663732087284611,0.7426153397794919,0.4900618241134181,0.013516196505671008,0.01966875625950518,0.9820257982660183,0.01958723485572341,0.9912437659420564,0.17363563402889248,0.3429122882264635,0.014867537493391331,0.9960744110910595,0.9279820138069047,0.9762887124118363,0.9858551187387747,0.9834583573764186,0.9916105216964817,0.9935437997724688,0.41864601862509165,0.12009544222914224,0.008422946395714729,0.36756766784780065,0.019612325134863377
0.0273044549373838,0.023720349563046333,0.9684984072486252,0.7319102154586613,0.49143121815655405,0.018622346256235874,0.029442857672762345,0.9731444279974626,0.030438699462204125,0.987436707655994,0.17039703521858182,0.35084709414539994,0.017333372980100004,0.9934620587595704,0.9295195038544022,0.9681913677063547,0.978415485930952,0.9855741488747835,0.990345646506105,0.9919226393629126,0.41655331170869525,0.11977999757350265,0.010876231753690135,0.36632469435838444,0.029532778641309407
0.03654280435228869,0.03162713275072845,0.9710321212510672,0.7202240285316092,0.49169301407656524,0.02267986174805933,0.03917986572202234,0.964263057728907,0.04204089432447933,0.9838471955577068,0.16423614389576058,0.3594252627064122,0.02045192962505521,0.9903837192554371,0.9311424100156495,0.9582041827544491,0.9707443624027141,0.9880746297364879,0.9910426185497819,0.991382252559727,0.4149628544522341,0.11976786508674728,0.01238909105777478,0.3655455169471087,0.039818963152601236
0.0455758571135286,0.04036620890553489,0.9742176240005141,0.70972088768853,0.49272005960891724,0.027163821838437612,0.04859230683630699,0.9553816874603512,0.0525511179055992,0.9799857507247007,0.16078628080445662,0.36714561441132326,0.022917765111764046,0.9876725211600539,0.9326341414307809,0.95035513822733,0.9634085012971464,0.9901904212348527,0.9904230878442913,0.9891353811149035,0.413246834780789,0.11970113640959276,0.01431083125485525,0.3637088844776728,0.049967998537075946
0.05460890987476851,0.04868913857677917,0.9776234497066951,0.7004007929294241,0.494532492901303,0.032142737298941855,0.0577080010386142,0.9469232395855363,0.06196937020556358,0.9757436000630884,0.16002856198659238,0.37422260347415803,0.024658354867087864,0.9852437395329395,0.9339977486752876,0.9445062895814625,0.9563600079824388,0.9917291786882093,0.9886677508454013,0.9853526734926052,0.41138432562519633,0.11950095037812918,0.01721388559512588,0.3612229374988405,0.05943128828746461
0.06323136932867937,0.05701206824802345,0.9808181325793393,0.6924080181669712,0.4972108665444952,0.037636182635735205,0.06654549501094253,0.9384647917107213,0.07043214763451733,0.9711207435728697,0.16184850344632237,0.3806562298949175,0.02574622346416531,0.9831114951975078,0.9352179788717142,0.9406714312712003,0.9495829175813212,0.9928832467782265,0.9857507937737164,0.9800341296928327,0.40927069163963586,0.11914708618109758,0.020893813632088764,0.358069124167486,0.06875742891103616
0.07164853212892618,0.06283811901789473,0.9828561199291295,0.6859156920963866,0.5010572527538918,0.04368610321916736,0.07521606884528359,0.9306407274265174,0.0778029537823156,0.9662803408948761,0.16629095458408083,0.38666094788762584,0.02603632175671925,0.9813605130942396,0.9363070343220249,0.9384229352115863,0.9429016164438236,0.9936526255049046,0.9814398926146778,0.9736348122866895,0.40673851627079644,0.11882961944433211,0.025473279633642553,0.3550080700517596,0.07652921276401245
0.08027099158283704,0.06908031627132816,0.9842193682239215,0.6806064121097752,0.5058299937571743,0.05016526475917765,0.08363626247264364,0.9228166631423135,0.08421828505910306,0.96111361893522,0.17322608818808422,0.3920223032382588,0.025673698891026824,0.9798495849889999,0.9372618644507287,0.937995307126629,0.9364518060267412,0.9942296595499133,0.976070626500426,0.9660978384527872,0.4037459453803495,0.11849799813968537,0.030952283599787248,0.35150177170101843,0.08384383286093137
