TimeS,MF1,MF2,MF3,MF4,MF5,MF6,MF7,MF8,MF9,MF10,MF11,MF12,MF13,MF14,MF15,MF16,MF17,MF18,MF19,MF20,MF21,MF22,MF23,MF24,MF25
215841,0,0,1,0,0,0,0.957937391,0,0,0.941409353,1,0,0,0,0,1,0,0.104474156,1,1,1,1,0,0.173265128,0
216381,0.011991424,0.002740009,0.989768757,0.009927788,0.006282963,0.007372301,0.955554604,0.002353059,0.01223104,0.942923607,0.998845721,0.006262531,0.015941383,0.005487642,0.006905276,0.984394596,0.015089463,0.104578341,0.987406629,0.984204929,0.984534176,0.982773628,0.015026443,0.183934677,0.016627254
217302,0.023619472,0.006307191,0.98039705,0.019646571,0.012205613,0.01439354,0.95936421,0.005921334,0.025985711,0.944802159,0.996683275,0.012487516,0.030952027,0.011153743,0.013230721,0.969119226,0.02972167,0.103785379,0.974165599,0.968894658,0.96927008,0.96490419,0.029838222,0.195026941,0.032574638
217305,0.034884143,0.009874373,0.971330339,0.029156347,0.01772291,0.021151483,0.96313101,0.009694421,0.039602416,0.946917726,0.994652328,0.018539794,0.045398287,0.016462925,0.019266248,0.95401061,0.043737575,0.103067662,0.961716153,0.95413174,0.954510305,0.947723287,0.044220674,0.205787454,0.04800473
217307,0.045664313,0.01328646,0.962568624,0.03856162,0.022902414,0.027821661,0.966869275,0.013726936,0.053111147,0.949239581,0.992689567,0.024456909,0.059309867,0.021415187,0.025038216,0.939030533,0.057176938,0.102367309,0.950202214,0.939869261,0.940187607,0.931146476,0.058251859,0.216226918,0.062991428
217321,0.056081106,0.016284961,0.953862363,0.047444378,0.028081917,0.034228541,0.966412693,0.017067642,0.064550379,0.951201527,0.991418399,0.030148754,0.072919451,0.026144374,0.030862896,0.924502083,0.070437376,0.101643804,0.939479858,0.925997748,0.926470094,0.91551153,0.071814687,0.225970774,0.07769731
217322,0.066013396,0.018766479,0.945239284,0.05611813,0.033261421,0.040635422,0.961903947,0.0197484,0.074022087,0.952790397,0.990799862,0.035637855,0.086276548,0.030516641,0.036713932,0.910400939,0.083499006,0.100879782,0.929764972,0.912517203,0.913357765,0.900805456,0.084909158,0.235008321,0.092107597
217325,0.075703436,0.020782712,0.936671658,0.06437387,0.038463444,0.046866772,0.953557058,0.02180562,0.081592255,0.95405008,0.990790121,0.040909193,0.099351453,0.034665834,0.042591324,0.896744474,0.096341948,0.100127337,0.920841669,0.899411985,0.900816999,0.887008769,0.097535273,0.243409119,0.106237068
217341,0.085151225,0.023471023,0.928741751,0.07262961,0.043102478,0.052834825,0.950731958,0.025178186,0.091345894,0.955757456,0.989898842,0.046165514,0.111758008,0.038725796,0.047862527,0.883112326,0.108528827,0.099021821,0.911414631,0.88676029,0.888511583,0.872601494,0.110044299,0.252200528,0.119775347
217342,0.094235638,0.02688311,0.921394111,0.08088535,0.04724608,0.058539582,0.953514254,0.029856996,0.103390979,0.957943248,0.988057841,0.051414326,0.12354572,0.042830374,0.052553898,0.869497549,0.120119284,0.09757481,0.901339935,0.874499562,0.876340652,0.857616109,0.122436235,0.261430704,0.132811114
217345,0.103562301,0.02931293,0.91332557,0.088723077,0.051840075,0.064244339,0.952001826,0.032519548,0.11297666,0.959185375,0.987166562,0.056430358,0.136130502,0.046310342,0.057535185,0.856674854,0.131709742,0.097406957,0.890833465,0.862238834,0.864774905,0.843351738,0.134242726,0.269810099,0.145743423
217364,0.112767839,0.031329163,0.905534298,0.096247296,0.056614226,0.069773565,0.94993294,0.034672347,0.121500597,0.960243158,0.986543154,0.061303718,0.148309322,0.050013384,0.062674609,0.844275992,0.143300199,0.097019158,0.880255034,0.85016577,0.853545372,0.82949659,0.145678434,0.27783634,0.158380136
217384,0.121852251,0.033086905,0.897826208,0.103667012,0.061185701,0.07512726,0.949034044,0.036952584,0.130594396,0.961450172,0.985944098,0.066079461,0.160166345,0.053627197,0.067524116,0.831984825,0.154393638,0.097059675,0.869820526,0.838311648,0.842652053,0.815946736,0.156840934,0.285766265,0.170662134
217401,0.130815538,0.034689552,0.890201298,0.111086727,0.065577019,0.080393189,0.949233798,0.039414876,0.140192074,0.962806417,0.985310949,0.07080264,0.171756028,0.05715178,0.072189131,0.819711029,0.165168986,0.097401169,0.859314057,0.826613912,0.831994083,0.802578759,0.167808286,0.29362663,0.182678096
217405,0.139657699,0.036033707,0.882659569,0.118506443,0.069765661,0.085483588,0.950517935,0.042027363,0.150263636,0.964298725,0.984682671,0.07544322,0.183053617,0.060676363,0.076643298,0.807510188,0.175526839,0.098084158,0.848951512,0.81511948,0.821672326,0.789438129,0.178560974,0.301406732,0.194383683
