TimeS,MF1,MF2,MF3,MF4,MF5,MF6,MF7,MF8,MF9,MF10,MF11,MF12,MF13,MF14,MF15,MF16,MF17,MF18,MF19,MF20,MF21,MF22,MF23,MF24,MF25
156631,0.890847548,0.996269002,0.094368676,0.022149272,0.149884331,0.747860594,1,0.861573231,0.919285066,0.131249673,0.979488267,0.984525021,0.75962496,0.641210243,0.000391385,0,1,0.696342751,0.933170987,0.038251097,0,0,0.444780743,0.964341309,0.324650163
156651,0.889986036,0.996577066,0.101407831,0.024316668,0.149190315,0.742020359,0.993732246,0.864308584,0.918124459,0.131184231,0.978840075,0.982938748,0.753762613,0.640671041,0.00085393,0.003166854,0.99233853,0.686081694,0.93374522,0.050870015,0.004312786,0.004542497,0.444213187,0.963851254,0.320219328
156671,0.888960709,0.996987818,0.107347118,0.025939047,0.148288094,0.735860939,0.986453563,0.86630853,0.916014265,0.129980106,0.978280971,0.981079283,0.74681047,0.641225432,0,0.006491525,0.985508537,0.675688703,0.934268382,0.062552373,0.008538445,0.008976553,0.442573203,0.964125108,0.315748615
156691,0.888370085,0.996782442,0.119445667,0.029937957,0.147879395,0.730667702,0.982814222,0.870532631,0.918229969,0.129731428,0.977500684,0.978796812,0.738186054,0.640321699,0.005384506,0.010447463,0.975412027,0.66750343,0.934891195,0.076797949,0.013330429,0.012193653,0.442545249,0.962453157,0.308145165
156706,0.887631928,0.996953588,0.128024637,0.032472923,0.145542875,0.725905797,0.976748653,0.873196237,0.919390576,0.128226271,0.976231948,0.975575795,0.729467691,0.641005195,0.006357038,0.014150894,0.966028211,0.658345354,0.935376988,0.087223345,0.018525376,0.014989035,0.442382606,0.962727011,0.302331296
156711,0.887160712,0.996405919,0.143202816,0.037751992,0.144100864,0.72181677,0.975030075,0.878424796,0.92519361,0.127938328,0.974831117,0.972099213,0.71847579,0.639721741,0.014599839,0.018653929,0.95403118,0.651609612,0.935227513,0.099521861,0.024221303,0.016434923,0.444662996,0.960896512,0.294152986
156731,0.886385549,0.996405919,0.153321601,0.04089535,0.140353177,0.718021049,0.969975434,0.881518883,0.92888645,0.126001256,0.972895758,0.967640022,0.707634205,0.640511559,0.016734665,0.022799247,0.943697105,0.643572107,0.934853826,0.106496771,0.030200392,0.017856713,0.447228011,0.961501874,0.287749236
156751,0.885325682,0.996748212,0.159480862,0.043328918,0.135410241,0.713785369,0.963303309,0.883169063,0.930996645,0.122611382,0.970745359,0.962471414,0.694725766,0.642721529,0.015667252,0.02642903,0.934580549,0.634774654,0.934031714,0.108936758,0.036451753,0.018495313,0.448882959,0.963317959,0.283284997
156766,0.883997888,0.997467029,0.161900572,0.045033683,0.129218075,0.709083851,0.955013698,0.883357398,0.931524193,0.117847233,0.968382992,0.956580171,0.6797035,0.646344057,0.01140946,0.029595884,0.926503341,0.625238363,0.932727544,0.107137576,0.043073404,0.018423019,0.449560638,0.966287114,0.281068414
156771,0.883100357,0.997261653,0.174439067,0.049647323,0.124768661,0.705279503,0.951374357,0.887285544,0.937221718,0.114954714,0.966208017,0.951059058,0.663527555,0.647779398,0.016556763,0.0333414,0.914862658,0.618214122,0.931848133,0.112411889,0.049684165,0.017916958,0.451621912,0.966042087,0.273937024
156791,0.882039503,0.9968509,0.189397272,0.054596845,0.12057372,0.701457902,0.948341572,0.892137431,0.943657811,0.112232344,0.964128274,0.945709791,0.646312546,0.649085634,0.023625409,0.037034309,0.903103192,0.61145903,0.930710878,0.119164983,0.056077107,0.017639829,0.454454045,0.965249351,0.266448288
156806,0.880737367,0.996577066,0.204355477,0.05880489,0.115939235,0.697463768,0.944095674,0.896711299,0.948933297,0.108803204,0.962116115,0.940285617,0.628447417,0.651371548,0.029496181,0.040232727,0.892115813,0.60390863,0.929749256,0.125992015,0.062274014,0.017567535,0.456269942,0.964874604,0.259353151
156811,0.879007929,0.99633746,0.219533656,0.062867174,0.111404997,0.692796756,0.939445405,0.901365883,0.953470215,0.104955238,0.96032514,0.935024477,0.608842374,0.654128315,0.035473694,0.042957695,0.882405345,0.596006403,0.928394016,0.13232612,0.068144195,0.017724173,0.457732599,0.964384549,0.252734476
156831,0.877058919,0.996269002,0.234051914,0.065978846,0.106253856,0.688000345,0.93317765,0.905545142,0.956741016,0.100269619,0.958561813,0.929648773,0.58875256,0.65810778,0.039612885,0.045125043,0.87355605,0.587188193,0.927307831,0.138613398,0.073785668,0.018206135,0.458112664,0.964543096,0.246491273
156851,0.874869614,0.99633746,0.247690277,0.068139905,0.100508945,0.683065908,0.925292411,0.909222173,0.958534681,0.09473326,0.956829206,0.924159385,0.568183612,0.663256782,0.041913753,0.046734773,0.865419451,0.577431482,0.926574158,0.144747868,0.079198432,0.019013423,0.457441197,0.965335832,0.240478533
156871,0.872232283,0.996782442,0.258908931,0.068279328,0.094224244,0.678010697,0.914980944,0.911823,0.958218152,0.088319983,0.955204119,0.919016334,0.549472952,0.669772776,0.040241473,0.047608026,0.859153675,0.566808571,0.926270226,0.150128161,0.083739926,0.020784635,0.456376959,0.967915826,0.234994044
156891,0.869694622,0.996611295,0.276506819,0.069736934,0.089512647,0.673507591,0.907398983,0.916863223,0.960961405,0.083097744,0.953858584,0.914678758,0.531605945,0.67476989,0.044202761,0.04878639,0.851135857,0.558033987,0.926494438,0.160400749,0.087584404,0.022917319,0.457322039,0.969054483,0.226498006
156906,0.867082455,0.99633746,0.295864496,0.071302276,0.085680136,0.66884058,0.900423579,0.922620916,0.963810167,0.077849327,0.952826392,0.910986706,0.51407715,0.679729032,0.049634708,0.04954391,0.842999258,0.549804736,0.927482219,0.173268596,0.090633849,0.02548377,0.457932232,0.969991352,0.216611425
156911,0.864605486,0.996303231,0.312802464,0.070598823,0.081253856,0.665191511,0.891224133,0.92743693,0.965498322,0.07237841,0.951689753,0.907726474,0.501642209,0.685515963,0.050974904,0.050238303,0.835907944,0.541378461,0.929416674,0.18635333,0.092877369,0.029194882,0.459243823,0.972787547,0.206333834
156931,0.86201651,0.996577066,0.326440827,0.069001793,0.077552437,0.660628019,0.880912666,0.931060151,0.964548735,0.066357782,0.951016985,0.905198571,0.490066891,0.691963608,0.049954931,0.050164655,0.830446919,0.532628505,0.931955257,0.199176813,0.094304073,0.033375907,0.457864747,0.976477371,0.19733285
156951,0.859680658,0.996713983,0.341179059,0.067030857,0.07458359,0.656754658,0.871207756,0.935212505,0.964232206,0.060965394,0.950488601,0.903429435,0.481828414,0.697894833,0.049492386,0.05020674,0.824769117,0.52497977,0.935277338,0.214363878,0.094924853,0.038255778,0.457335875,0.980282502,0.186646124
156966,0.857683787,0.996405919,0.359656841,0.066897771,0.073951265,0.652631125,0.864838909,0.941086787,0.965920361,0.05694728,0.950519321,0.90281872,0.473754721,0.70215529,0.054497367,0.050343514,0.817749072,0.519500053,0.939014213,0.234250998,0.094913962,0.04311155,0.456252718,0.982300375,0.174043192
156971,0.855851224,0.996097855,0.378354597,0.066739336,0.073010487,0.648766391,0.858267876,0.947203214,0.967925046,0.052968431,0.950421017,0.902071849,0.465972079,0.706415748,0.059490488,0.050648626,0.810853749,0.514095979,0.942863193,0.254135653,0.095001089,0.047846832,0.4551289,0.984260594,0.160466622
156991,0.854175569,0.995789791,0.397492301,0.066561888,0.071792104,0.645177709,0.85159575,0.953543851,0.970457279,0.049133553,0.950187546,0.901167233,0.45847128,0.710676205,0.064483609,0.051101034,0.803851522,0.508771066,0.946761998,0.274271701,0.095197125,0.052558016,0.453954257,0.986278466,0.14597338
157006,0.85259317,0.995618644,0.414210295,0.066365428,0.069000617,0.641991028,0.84441816,0.959041461,0.972884003,0.045272499,0.949404186,0.899383557,0.450639785,0.714860719,0.06779259,0.051753343,0.797315516,0.502791753,0.94977641,0.289254202,0.096460466,0.056232981,0.454770577,0.988613433,0.134341499
157011,0.850533141,0.996269002,0.422129344,0.064641651,0.064034547,0.637745859,0.833803415,0.961418078,0.971406867,0.039867023,0.94825833,0.896623,0.440959396,0.720738783,0.064293847,0.051648132,0.794218263,0.494402421,0.951545197,0.294511263,0.098584186,0.059136805,0.455003812,0.992634765,0.127673624
157031,0.848455841,0.996919359,0.428948526,0.064502228,0.058829426,0.632974465,0.824603969,0.963812633,0.970562789,0.034841108,0.946937371,0.893346905,0.428360985,0.725690331,0.062562266,0.051553442,0.791308092,0.486234739,0.952030991,0.29503623,0.101677195,0.0604863,0.456499223,0.995315653,0.122818375
157051,0.846536437,0.997535487,0.435107787,0.065661975,0.053038248,0.628061594,0.816516544,0.966045757,0.970351769,0.030168578,0.945309212,0.889398406,0.413490915,0.729920411,0.061969259,0.051542921,0.787907944,0.478075854,0.951595022,0.291891359,0.105881072,0.060389908,0.45889736,0.997174978,0.120231498
157071,0.844607163,0.998391221,0.437967444,0.067303366,0.046206046,0.622759662,0.80812584,0.96734617,0.969507692,0.025155751,0.943367709,0.884716299,0.396666729,0.734211246,0.060166516,0.051385104,0.785170007,0.4692397,0.950162554,0.28306551,0.111032455,0.058907873,0.461969504,0.998861343,0.120588845
157091,0.842717364,0.999349642,0.437967444,0.069020806,0.039096237,0.617192029,0.799431858,0.967678,0.967819536,0.019972776,0.941398558,0.879874773,0.379827512,0.738342598,0.056821956,0.051648132,0.783349666,0.459845899,0.948194467,0.270680732,0.116782836,0.056811336,0.465289199,1,0.123351805
157106,0.841459142,0.999589248,0.445006599,0.073013378,0.032757557,0.613395445,0.794781589,0.970503036,0.971195847,0.017224229,0.939186719,0.875028972,0.365055147,0.739542513,0.059964894,0.053752354,0.778464736,0.452582416,0.945952342,0.260859171,0.123458941,0.053991855,0.472740647,0.998198328,0.123727277
157111,0.840220658,0.999863083,0.449626045,0.078007263,0.026858421,0.608701691,0.790838969,0.972637508,0.97383359,0.014475682,0.937192992,0.870142809,0.348556021,0.74034752,0.063356895,0.056056477,0.774256867,0.444912571,0.943099862,0.2484251,0.13079939,0.05006386,0.478617817,0.995272413,0.126249417
157131,0.839031515,1,0.455125385,0.082880736,0.021360271,0.604353002,0.786997442,0.975274208,0.976787862,0.011753311,0.935300641,0.865545259,0.333343981,0.740955072,0.06697424,0.059023431,0.770268745,0.437043943,0.940533875,0.237501848,0.138128948,0.046437092,0.484451221,0.991524935,0.127764255
157151,0.838503555,0.999212725,0.469203696,0.090561685,0.018005861,0.60091011,0.787907278,0.981229205,0.984490072,0.010784776,0.933663266,0.861576932,0.318387479,0.739117227,0.078703923,0.063326565,0.762699332,0.431178975,0.938528419,0.234051363,0.145687214,0.042268116,0.490962586,0.984447968,0.125954218
157166,0.838034806,0.998665056,0.480422349,0.095416146,0.012962677,0.598767253,0.785076679,0.985829978,0.990398616,0.008808439,0.931672611,0.857354801,0.308047575,0.738889395,0.084278192,0.068239923,0.756365256,0.423315625,0.93729525,0.230184355,0.153376171,0.038942574,0.49739376,0.979158259,0.124959863
157171,0.836529874,0.998801973,0.484821821,0.098388395,0.007695867,0.59478951,0.779213296,0.98812588,0.992086771,0.005431653,0.9300721,0.853542016,0.29657466,0.740172849,0.083922387,0.072711395,0.754963623,0.413380009,0.934791545,0.220744812,0.160716619,0.03642432,0.502270224,0.974863073,0.127034026
157191,0.835108824,0.998596597,0.491421029,0.101721876,0.003161629,0.591229296,0.774259748,0.99142624,0.994935534,0.002395163,0.928597541,0.850092312,0.286315552,0.740818372,0.085096542,0.077982472,0.753030438,0.403599198,0.93241863,0.2136516,0.168046177,0.034098851,0.507688832,0.969486884,0.127986949
157206,0.833638432,0.99845968,0.49758029,0.104123757,0,0.587877847,0.7693062,0.99417056,0.99641267,3.93E-05,0.927722021,0.847949521,0.279231882,0.741365169,0.086187675,0.082853746,0.751952487,0.395102558,0.930694685,0.208616355,0.17431932,0.033098778,0.512816603,0.964240415,0.129033093
157211,0.832913104,0.997603946,0.51099868,0.10654465,1.54E-05,0.586424258,0.766879973,0.998376725,1,0.000287943,0.927731237,0.847938505,0.279006407,0.740096905,0.092793776,0.088882342,0.748760208,0.391232453,0.930771914,0.213370631,0.178980614,0.034544666,0.519686573,0.957956183,0.125765187
157231,0.832138434,0.997227423,0.518697756,0.105701774,0.001519124,0.5846696,0.760915497,0.999443961,0.998206335,0,0.928809508,0.849728351,0.283910486,0.740696862,0.094015371,0.094279672,0.74833853,0.388259508,0.932416138,0.22012126,0.181746896,0.038725691,0.523131441,0.953963678,0.123877466
