TimeS,MF1,MF2,MF3,MF4,MF5,MF6,MF7,MF8,MF9,MF10,MF11,MF12,MF13,MF14,MF15,MF16,MF17,MF18,MF19,MF20,MF21,MF22,MF23,MF24,MF25
1155207,0.774734793,0.382414858,0.175549322,0.602105773,0.685673288,0.928950159,0.645481979,0.173491724,1,0.400445088,0.431728715,0.153983084,0.659299135,0.02719837,0.120373713,0.812821257,0.615822514,0.725517185,0.166121113,0.847336396,0.326829641,0.560499383,0.543704301,0.477591576,0.39896433
1155226,0.773964217,0.378789114,0.158353521,0.605464785,0.684654151,0.934880798,0.641887906,0.176270936,0.991496524,0.39447971,0.432312212,0.157364963,0.656695385,0.020547364,0.114674422,0.798709225,0.621199145,0.724692393,0.162119907,0.837089659,0.331734778,0.555716135,0.563517717,0.493555825,0.397299962
1155246,0.772965321,0.376765442,0.133554337,0.610369536,0.683682612,0.945760182,0.637903909,0.177500676,0.982380973,0.385827371,0.43158284,0.155458813,0.654528846,0.01352843,0.11386549,0.788647971,0.630468193,0.721241786,0.153152726,0.821606985,0.331429281,0.553106718,0.593297418,0.505545651,0.398805873
1155266,0.773992757,0.372184075,0.123587913,0.611959864,0.686252852,0.955500569,0.634926932,0.186064586,0.964740087,0.387619674,0.440867439,0.16344927,0.650383146,0.010047265,0.105949993,0.764874289,0.632327332,0.731044647,0.14338875,0.816821321,0.333528936,0.539451949,0.611080415,0.522004326,0.388619031
1155287,0.774221076,0.367715135,0.115134515,0.615229698,0.690190808,0.958014218,0.635252433,0.188824123,0.957570061,0.385440533,0.447431788,0.162923542,0.639690985,0,0.108029148,0.756285547,0.643624702,0.733351362,0.134085623,0.809799507,0.316745693,0.537255863,0.644877265,0.532705793,0.388567732
1155301,0.775933468,0.361784653,0.1200221,0.618098235,0.694981311,0.964612545,0.634038585,0.19153201,0.946377825,0.385412155,0.445747041,0.186793456,0.650656403,0.00959443,0.074247894,0.732867676,0.635943358,0.743727521,0.119997416,0.803973349,0.326312205,0.514582966,0.650238921,0.566859207,0.370413014
1155308,0.775590989,0.357624884,0.104254324,0.617384816,0.695196898,0.974745689,0.62760316,0.202014314,0.939732436,0.390412678,0.455456936,0.193821615,0.645921247,0.005575524,0.079887017,0.730274632,0.640343321,0.75286514,0.113063141,0.800359001,0.309802636,0.50464821,0.686680787,0.592513252,0.366668187
1155328,0.775819308,0.35391482,0.097411705,0.618068509,0.69935744,0.981304741,0.624371885,0.20539364,0.93776505,0.396258569,0.459444239,0.205532139,0.644437852,0.004896273,0.071272897,0.726636596,0.642425557,0.760439709,0.101903695,0.79479753,0.29387924,0.495796156,0.714788552,0.621833084,0.355257008
1155343,0.776704044,0.350598248,0.09945174,0.620089861,0.707446138,0.984171871,0.624321025,0.201645392,0.94043195,0.402939375,0.457700526,0.221885059,0.646135949,0.007613279,0.04839885,0.721996267,0.64222415,0.766489088,0.086549229,0.787364994,0.27860757,0.488058543,0.734475243,0.654920725,0.336185178
1155347,0.776875284,0.346354159,0.101661779,0.620639788,0.716016407,0.991162955,0.624432916,0.20714479,0.931010362,0.408955536,0.464869329,0.238886686,0.648337621,0.018368098,0.039343495,0.7119008,0.642651752,0.781924876,0.070617624,0.78964678,0.264942306,0.469395168,0.758305962,0.678171575,0.332537249
1155367,0.775305591,0.343065693,0.091376599,0.620193901,0.72032758,0.998075488,0.620174279,0.214503554,0.923403139,0.414568429,0.471749466,0.253853036,0.65023871,0.027113463,0.034964567,0.704322781,0.643568928,0.794729441,0.06049186,0.789129575,0.260633524,0.456416858,0.776570382,0.700230574,0.325680282
1155388,0.77327926,0.33918699,0.090611586,0.619554797,0.722593899,0.998193315,0.618828197,0.217828771,0.91831417,0.417560079,0.475455498,0.262793493,0.643137928,0.025273823,0.031387886,0.694009777,0.647476219,0.801890262,0.059320355,0.788591074,0.259214236,0.455785576,0.788204357,0.719950557,0.314861892
1155402,0.769825935,0.334661836,0.088996557,0.617117284,0.719469573,1,0.616105517,0.225858973,0.910274122,0.416729646,0.480672687,0.266264531,0.631973424,0.019471882,0.042753042,0.685902201,0.653970812,0.808483193,0.067034198,0.791724725,0.258787813,0.45777817,0.80617716,0.737944805,0.314548398
1155403,0.765887433,0.330670707,0.081941434,0.618395492,0.725816779,0.996936491,0.616020751,0.232440542,0.897497049,0.4145983,0.488296967,0.279381301,0.632336465,0.033764469,0.041750234,0.670545377,0.659858086,0.821082236,0.059755362,0.79528431,0.26967751,0.44804091,0.808837523,0.738695952,0.316970851
