MF1,MF2,MF3,MF4,MF5,MF6,MF7,MF8,MF9,MF10,MF11,MF12,MF13,MF14,MF15,MF16,MF17,MF18,MF19,MF20,MF21,MF22,MF23,MF24,MF25
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5621319745566823,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.017775012775790452,0.9831868592310506,0.01623456621129573,0.9825440568739531,0.014625764814349148,0.9848818719505429,0.00898965868192341,0.01503150506851552,0.016888458746673156,0.9928354181244406,0.9807642592048936,0.5756972447653917,0.9861177603397138,0.008992699696901786,0.9887359027968929,0.9832363165147993,0.9834566663073684,0.006394307167321924,0.012969612519427623,0.982715818071104,0.010823974065481622,0.012243680638764376,0.9813049206433898,0.993151306240929,0.9888592164378397
0.034661274912791085,0.9671692929464366,0.03216798532592329,0.965651966554131,0.028581007459559153,0.9704380776701985,0.018878283232039203,0.029196354362759372,0.03322848616823944,0.986005369254744,0.962229593245144,0.5890937927078237,0.9731995651002808,0.01772004104209168,0.9778231985741254,0.9672268273786261,0.9680849568139319,0.0117756547833849,0.025430087357307462,0.9657314159913812,0.021317621030313226,0.024068773905263234,0.9637097932664881,0.9862572568940493,0.978233686260957
0.0511031617303976,0.9517881862492906,0.04751736158640641,0.9491827658389776,0.042159081384628296,0.956494595541131,0.029730085498075254,0.0426579338073893,0.04913299459633844,0.9794819756404215,0.9443521849435417,0.6024059795171169,0.9610526053975305,0.02627047681947382,0.967144756338251,0.9517829840042235,0.9538848715196901,0.016333972764049954,0.03743501795380244,0.9489390603775352,0.03168067356000426,0.0355537649317964,0.9470011943508436,0.9794539187227866,0.9678972006660593
0.06754504854800371,0.9358766965625878,0.06210930727042098,0.932666577389972,0.05594669348755333,0.9425293607098341,0.04109558254593559,0.055778533930994294,0.0648923300266151,0.9734325037844045,0.9266062281735684,0.6144864937825845,0.9488670839179459,0.034938849642061086,0.9559977901285904,0.9362877182878417,0.9400128410012232,0.020955600716668826,0.049252371509727146,0.932001498899246,0.04234332508795915,0.04685562398296351,0.9299026870841833,0.9731948476052248,0.9572905212227844
0.08420912302530709,0.9195409004842395,0.07567917795968279,0.9162913521425231,0.07002765903947701,0.9283901042607018,0.05207580850742768,0.0688565116394712,0.08045810145979523,0.9675781761818074,0.909210808821274,0.6247279353456276,0.9362959446700201,0.043872580816360245,0.9444603872741081,0.9207581710101405,0.9260002155788525,0.026780118136407672,0.06123050538614072,0.9153637172701299,0.05368967689400341,0.05813132132336397,0.9127261981473197,0.9671625544267054,0.9463131106852242
0.10065100984291321,0.9024095299215563,0.08859200043803214,0.8997751636935176,0.08536585365853659,0.9138592991714396,0.06177179751435941,0.08241754338606672,0.09613678522461497,0.9621420148365388,0.892165926886658,0.6340751488974,0.9228378845549093,0.05351393426189094,0.9321811547944645,0.9048343857772658,0.9120344551244498,0.03330104524763695,0.07339621630312446,0.8987259356410138,0.06518966921197784,0.06985176774679648,0.8950530891002146,0.9614023947750362,0.9341795218197241
0.11553758304263774,0.8875057679150113,0.10134056086365335,0.8848330643285568,0.09890201994803445,0.9004596345981078,0.07031197326218656,0.09487749607518593,0.11058956367448994,0.9566222202398044,0.8768299148632245,0.6420388398656972,0.9109222955131638,0.06253611822009411,0.9211708414104915,0.8904361300231058,0.8991465889333063,0.038492462947838896,0.08473122889758289,0.8839243055880838,0.07555272174166879,0.08070887771493154,0.8800641912274726,0.9550072568940493,0.9236545288887493
0.12909103028417793,0.8748296144646048,0.11390660789735446,0.8713710785799366,0.11080378845025554,0.8881258524340185,0.0776963357509094,0.10620156140114086,0.12389708847487707,0.9510466701420929,0.8631151383965542,0.6485346471173801,0.9004334922142808,0.07099810121357224,0.9113708816254659,0.8775119814056812,0.8872897520374543,0.04235437123701352,0.09523554316951605,0.8708557777881869,0.08486333676463806,0.09075497464930232,0.8676076454871188,0.9480678519593614,0.9146250274906532
0.14353322816450756,0.8604562354476166,0.1251311815004426,0.8571807829566089,0.12400469365518402,0.8748131986696047,0.0863007233464647,0.11789573136512489,0.13772078393418832,0.9456383865473127,0.848655469917317,0.6546255209299972,0.8887107120567059,0.08010873795567929,0.9004972210671806,0.8637136529746111,0.8748705355259888,0.048622058460428025,0.10646336888364864,0.8569394351023468,0.09588704349562895,0.10127198237747169,0.8537884726674247,0.941400580551524,0.9040309152031166
