MF1,MF2,MF3,MF4,MF5,MF6,MF7,MF8,MF9,MF10,MF11,MF12,MF13,MF14,MF15,MF16,MF17,MF18,MF19,MF20,MF21,MF22,MF23,MF24,MF25
0.08471177944862131,0.0,0.7349632385508017,1.0,1.0,0.0,0.0,0.0,0.13162988969448777,0.0,1.0,0.0,0.0,1.0,0.6441832010092835,0.5376370035193564,0.46785005869732427,1.0,0.36500176848062255,0.0,0.0,1.0,0.6705967179843242,0.5049808647426949,0.9919466053560386
0.0894378804153239,0.005394622235958932,0.7262822216316769,0.9884667717759876,0.9967155090960901,0.012600251108207151,0.007879510548275593,0.010200271400078339,0.13386546893815066,0.007463164758785252,0.9993190151911998,0.00725446247035592,0.006837240168115662,0.9860560660511396,0.6492021462066284,0.5310809451985923,0.4608954378010768,0.9892230813330518,0.37408417967763125,0.007186628695820791,0.0038971800825381977,0.9986337750793912,0.6723659086964068,0.5093207221066826,0.9923928356661261
0.09409237379162175,0.010536371554606898,0.7183098591549295,0.9771711194142676,0.993940939154431,0.02508519742742206,0.015214161324595993,0.020072676933725563,0.13615185680098768,0.014511709253193509,0.9984284965950762,0.014151081500470035,0.01347338503716912,0.9725959910090217,0.6537984433873548,0.5245651080945198,0.45447921305104644,0.9784461626661037,0.3829960588146127,0.01425397724731249,0.007917429009788205,0.9972009050407035,0.6742352422789847,0.5132712268406406,0.9929134376945616
0.09810239885427859,0.015481441937568837,0.710691823899371,0.9662426297488176,0.9894566342216955,0.038255566658979674,0.022590724391066838,0.03000883416362329,0.1381333929487798,0.02148486824498778,0.997904662126768,0.020852513199543204,0.020042498139868508,0.9595757877003066,0.65802492355354,0.5182905982905983,0.4482006234060641,0.9677134116986104,0.39151002981153044,0.021202045654475223,0.012019723833512509,0.9956680673248983,0.6760044329910673,0.5164715155313713,0.9933809170670344
0.10261367704976729,0.02034222134809362,0.7036938612808928,0.9557029005853006,0.9846573781063934,0.051560458144361596,0.029715813716635252,0.039653555067804484,0.14006412047739775,0.02811879247501921,0.9973284442116293,0.02726116390205503,0.026477547709859762,0.9471274176450146,0.6617230936989521,0.5121769733534439,0.4422458810670769,0.9570248284305716,0.3997082006972866,0.028001013881226826,0.016122018657236996,0.9942685198452501,0.6778070046599816,0.5190545378574208,0.9939865153450104
0.10755460078768345,0.025118709786182247,0.6972273894941978,0.9454655407010649,0.9796181591853262,0.06510877085094935,0.03653703893861312,0.04911612826841286,0.1418932307676674,0.03437578919198055,0.9967522262964904,0.03337703360800536,0.032711501980788815,0.9351189193231254,0.6649457848256684,0.5061035696329814,0.43655021657288595,0.9463804128619875,0.4075463594563185,0.034650881927567156,0.02018329053272415,0.9930022626017588,0.6796429572857274,0.5209728117907371,0.9948789759651855
0.11299677765843177,0.029867101233458156,0.691292408539286,0.9355521479017732,0.9743839704845749,0.07878519998975067,0.043117268492226336,0.05834190945437656,0.14367153243876293,0.040331243898485955,0.9961236249345209,0.03920012231739406,0.03884490860218669,0.9236382670813191,0.6676929969336887,0.5001508295625943,0.4311419665627657,0.9356918295939487,0.4151255621241978,0.04115164979349622,0.024203539459973975,0.9918359730353853,0.6815122908683053,0.5223687834154771,0.9958670573660937
0.11707841031149303,0.03444691073586026,0.6842944459208078,0.9246668538476491,0.9703795911633696,0.09164808978399568,0.05024235781779475,0.06707589184069364,0.14534821687151003,0.046739011620675265,0.9940806705081195,0.044860554917582195,0.04561511700394828,0.9112778713727077,0.6709156880604048,0.49339366515837096,0.4254867829818241,0.9240757246373611,0.42312793694103373,0.048308458453234705,0.028551971973121898,0.9904031029966979,0.683548529235042,0.5249897913639686,0.9967913915798465
0.12259219477264578,0.03871765333932745,0.6790681194082735,0.9150126347163129,0.9658652908799135,0.10572808568426985,0.056256771454377436,0.07624702871558549,0.14707570992343139,0.05235523156541766,0.9933473022524884,0.050488456295930094,0.05168149185899209,0.9001051293442832,0.6733987451580388,0.4880040221216692,0.4199408978666559,0.9133429736698677,0.4302713354555101,0.05468994617483494,0.03269528974508353,0.9892368134303244,0.6854846247312831,0.5261008708203944,0.9978538446991027
0.1286072323666307,0.04293220196117021,0.6747276109487111,0.9056823826699207,0.9606910928806034,0.12008993773541392,0.06174728146408016,0.0856094206792288,0.1486507771178302,0.057707602251011195,0.9928758512310111,0.056018764008757445,0.05758028729815065,0.8893282718759209,0.675617647245286,0.48309703368526896,0.41435048374691336,0.9028752288991024,0.4370673538477085,0.060832873607777116,0.036879630465282316,0.9883037817772254,0.6875208630980196,0.5268890724860639,0.9985125656330414
0.13533834586466173,0.04720294456463741,0.6707414297103376,0.8963089350122029,0.9562367832985887,0.13409306377635993,0.06696536158780522,0.09462573200608375,0.1503274615505774,0.0627961236774557,0.9917757988475643,0.06141894683422417,0.06347908273730922,0.8786833759275794,0.6776780563263013,0.47806938159879336,0.4087074444399466,0.8922308133305185,0.44380652821989786,0.06691616096855482,0.041104994133718424,0.9875706854783619,0.6897240062489151,0.5277437489910067,0.9990756657862472
0.14178302900107412,0.051277008232418576,0.6670209938878553,0.8869354873544849,0.9519924411716183,0.14815384221180208,0.07196340218824063,0.10379049371135055,0.1519025287449763,0.06780925960128605,0.9906233630172865,0.06675406721601058,0.06937787817646793,0.8681264543259186,0.6796856344052391,0.473202614379085,0.4030441646763551,0.8814538946635703,0.4503878025365065,0.07296962829325021,0.04541240369862911,0.9868375891794988,0.6920272922703057,0.5286079219015603,0.9995325206275273
0.1479412817758682,0.055154392964513715,0.663566303481265,0.8775836375024298,0.9479880618504132,0.16227227304174036,0.0767937936280745,0.11303540040618938,0.15342678732020096,0.07274701002250258,0.9893137768465166,0.07202412515411667,0.07524315773244938,0.8576575070709381,0.6816403814820998,0.468456510809452,0.39735659636481396,0.8706328082971675,0.45682380880198065,0.0790529156540279,0.04980185916001418,0.9860045252035176,0.6943639592485278,0.5296620229243231,0.999830007500919
