MF1,MF2,MF3,MF4,MF5,MF6,MF7,MF8,MF9,MF10,MF11,MF12,MF13,MF14,MF15,MF16,MF17,MF18,MF19,MF20,MF21,MF22,MF23,MF24,MF25
0.0,0.0,1.0,0.0,0.0,0.0,0.9619039465799162,0.0,0.0,0.9527903965589133,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11047167488389938,1.0,1.0,1.0,1.0,0.0,0.2350083205359388,0.0
0.010374923809153285,0.002054794520547836,0.9909360241706021,0.008746581636607282,0.005381002963045661,0.006495288628670728,0.9535570584710213,0.002098665118978511,0.008175322445859555,0.9540500801018282,0.9999901688016751,0.005466140297601095,0.01430947698075998,0.004279797514956219,0.0061013981230676586,0.9849995039266117,0.01401301518438178,0.10972725658953349,0.9904026253463569,0.9856383890317052,0.9862696017080174,0.9846840545432256,0.013797662714322222,0.24340911887932282,0.015562935469167176
0.020490474523077652,0.004794520547945029,0.9825467132087646,0.017493163273214367,0.01017964629805618,0.0127161284420455,0.9507319578803185,0.005539175856065001,0.01870866182539015,0.9557574560537233,0.9990906141549593,0.010916707545921037,0.0278874964104398,0.00846755637367693,0.011573504063038661,0.9700257194972106,0.027310195227765757,0.10863353432627278,0.9802634634138789,0.9717737789203085,0.9727968784510049,0.9686902847583267,0.02746737183314852,0.25220052759153927,0.03047470209025204
0.030216965594158984,0.008271865121180099,0.9747734006042651,0.026239744909821647,0.014465813160395831,0.018662519440124314,0.9535142539166168,0.010312246082414383,0.031716623371575534,0.9579432484034499,0.9972325176715789,0.016359488269600677,0.04078824032986027,0.012701334560515346,0.01644367834961286,0.9550710148135145,0.03995661605206077,0.10720196068326146,0.9694277178371853,0.958337617823479,0.9594713980711183,0.9520547451308418,0.0410091273564787,0.26143070411532104,0.04483297519046694
0.04020282976046901,0.010748155953635392,0.966237423366871,0.03454346165343601,0.01921786772516343,0.024608910438203287,0.9520018263276546,0.013028438769587928,0.04206857683313143,0.9591853753813069,0.9963329630248631,0.021560886729426153,0.054561315106494805,0.016290842153704497,0.02161481846288543,0.9409863465339735,0.052603036876355695,0.10703589814067214,0.9581275831643473,0.9449014567266496,0.9468085106382977,0.9362196150823124,0.053911114902328694,0.26981009915082377,0.0590772937422674
0.05005900737916469,0.012802950474183228,0.9579947786805902,0.04251502972730598,0.0241562773709025,0.030372335559418075,0.9499329395314329,0.015224608241439343,0.05127391217034728,0.9602431584260541,0.9957037663320782,0.02661434122108287,0.06789009714839923,0.020110446387482675,0.026950121754357174,0.9273672240496379,0.06524945770065071,0.10665223640434507,0.9467500503088188,0.9316709511568124,0.9345137303982921,0.9208387715515688,0.06640791606244134,0.2778363396062861,0.07299602787002675
0.05978549845024579,0.014594309799789165,0.9498401337596434,0.05037588157792762,0.02888503755054874,0.035952794803769,0.9490340438889365,0.0175507835171213,0.0610946640149773,0.9614501722737947,0.9950991476351052,0.031566570892413603,0.0808666959249687,0.02383801196502524,0.031984459219130484,0.9138663959886743,0.07735357917570496,0.1066923204663494,0.9355273138186716,0.9186803770351328,0.9225870573511008,0.9057968401848874,0.07860615883306318,0.28576626517628295,0.08652406068893669
0.06938230297371255,0.01622760800842978,0.9417734886040303,0.058236733428549264,0.033427442649223725,0.04144177110968799,0.949233798476158,0.020062681369704002,0.07145957361353139,0.9628064169245288,0.9944601197439955,0.03646429489126126,0.0935507116811062,0.027473538886332197,0.03682727297600483,0.9003846476734158,0.08911062906724514,0.10703017184610006,0.9242271791458337,0.9058611825192803,0.9109180593388795,0.890956813937222,0.09059114561119165,0.29362662999566586,0.09975906752620958
0.07884942094956497,0.01759747102212849,0.9337948432137514,0.06609758527917091,0.03776019828180609,0.046747781538742955,0.9505179351082956,0.02272780034822983,0.08233625062351409,0.9642987249544627,0.9938260074520483,0.041276367119063816,0.10591505339640121,0.031109065807639155,0.0414512024952803,0.8869830342901189,0.10041214750542297,0.10770587460560145,0.9130818408383771,0.8932647814910026,0.8996171685194729,0.8763691690883262,0.10234155079757737,0.3014067324104941,0.11265221071823926
0.08792747928257412,0.018809272918861877,0.9260508638643631,0.07362628846004815,0.04204636514414553,0.051962309029365994,0.9486488028992952,0.02500754497968659,0.0914379368647444,0.9656374130401387,0.993629383485553,0.045909349280135854,0.11781884776471992,0.0346525540727105,0.046129853073955535,0.8740507826511689,0.1116268980477223,0.10799791562877577,0.9031748734539713,0.8810968294772923,0.8886475741735994,0.8628487370113717,0.1136867695982257,0.3087427161867866,0.1253011655922381
